transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YAL020C	60	655.6	119.95	103.5	2.03	117.92	1.0	0.2174	-115.88
YAL021C	68	922.6	233.81	249.0	13.31	220.5	0.9853	0.3364	-207.19
YAL022C	76	781.1	102.41	108.0	2.36	100.05	1.0	0.1894	-97.7
YAL023C	484	895.9	161.86	159.5	8.2	153.66	0.9938	0.2691	-145.46
YAL024C	31	801.7	174.45	170.0	5.84	168.61	1.0	0.2928	-162.77
YAL025C	68	475.3	235.01	237.5	1.96	233.06	1.0	0.5244	-231.1
YAL026C	56	947.4	163.79	158.5	3.77	160.02	0.9821	0.2118	-156.25
YAL026C-A	61	340.8	75.08	76.0	42.8	32.28	1.0	0.2027	10.52
YAL027W	89	765.6	174.11	185.0	24.89	149.22	1.0	0.2412	-124.34
YAL028W	61	501.0	103.69	90.0	1.64	102.05	1.0	0.241	-100.41
YAL029C	216	894.4	133.0	126.0	4.21	128.78	1.0	0.2184	-124.57
YAL030W	40	454.5	184.55	184.0	27.28	157.28	1.0	0.4191	-130.0
YAL031C	34	976.1	163.47	173.5	4.47	159.0	1.0	0.2085	-154.53
YAL031W-A	15	367.6	116.13	106.0	16.47	99.67	1.0	0.3105	-83.2
YAL032C	23	558.1	129.48	128.0	3.65	125.83	0.913	0.2868	-122.17
YAL033W	278	571.4	117.87	106.0	3.69	114.18	0.9964	0.2126	-110.49
YAL034C	48	717.0	176.19	147.0	38.08	138.1	0.9792	0.2832	-100.02
YAL034C-B	22	268.1	156.73	162.0	104.45	52.27	1.0	0.6153	52.18
YAL034W-A	25	491.8	128.68	117.0	7.96	120.72	1.0	0.3074	-112.76
YAL035W	507	862.7	165.26	171.0	3.82	161.44	0.9941	0.2837	-157.61
YAL036C	223	785.6	219.11	201.0	6.54	212.57	1.0	0.3368	-206.02
YAL037C-A	12	477.9	397.83	375.5	111.17	286.67	1.0	0.815	-175.5
YAL037C-B	9073	586.2	182.65	171.0	2.93	179.71	0.999	0.3702	-176.78
YAL037W	16	578.5	227.75	174.0	63.5	164.25	1.0	0.3907	-100.75
YAL038W	4155	1420.4	198.2	197.0	9.93	188.27	0.9961	0.1528	-178.34
YAL039C	125	705.3	129.85	128.0	20.5	109.35	1.0	0.2099	-88.86
YAL040C	97	982.0	249.06	238.0	50.52	198.55	1.0	0.3115	-148.03
YAL041W	109	633.3	97.79	73.0	2.55	95.24	0.9908	0.1999	-92.69
YAL042W	296	755.1	119.42	100.0	3.72	115.7	0.9966	0.2045	-111.98
YAL043C	61	745.6	111.34	92.0	2.1	109.25	0.9836	0.2016	-107.15
YAL044C	201	491.9	120.13	97.0	2.98	117.16	0.995	0.2646	-114.18
YAL044W-A	68	413.6	149.54	138.5	5.78	143.76	1.0	0.3751	-137.99
YAL046C	82	459.3	153.62	131.5	4.77	148.85	1.0	0.3355	-144.09
YAL047C	49	786.8	92.31	65.0	4.2	88.1	1.0	0.1564	-83.9
YAL048C	14	1513.1	571.07	452.5	2.57	568.5	1.0	0.3086	-565.93
YAL049C	228	709.6	191.26	182.0	34.1	157.16	1.0	0.2941	-123.07
YAL051W	47	614.2	162.7	163.0	2.32	160.38	1.0	0.341	-158.06
YAL053W	245	1099.7	130.71	138.0	13.18	117.53	0.9959	0.1938	-104.36
YAL054C	70	522.8	193.34	193.5	2.71	190.63	1.0	0.4055	-187.91
YAL055W	28	421.9	117.57	100.5	3.11	114.46	1.0	0.3085	-111.36
YAL056C-A	21	310.5	75.57	72.0	3.67	71.9	1.0	0.2317	-68.24
YAL056W	147	667.6	117.63	105.0	3.23	114.39	1.0	0.2493	-111.16
YAL058W	34	966.3	134.85	133.0	10.65	124.21	1.0	0.1724	-113.56
YAL059W	186	589.3	211.01	206.0	1.8	209.21	1.0	0.3951	-207.41
YAL060W	168	797.8	153.55	144.0	19.42	134.12	0.994	0.2549	-114.7
YAL061W	45	879.1	303.89	245.0	15.6	288.29	1.0	0.3807	-272.69
YAL062W	33	587.3	170.3	154.0	10.09	160.21	1.0	0.3299	-150.12
YAL063C	82	560.5	170.41	150.0	23.06	147.35	1.0	0.3147	-124.29
YAL063C-A	47	838.6	565.57	567.0	326.57	239.0	1.0	0.6514	87.57
YAL067C	10	830.1	255.3	256.5	1.2	254.1	1.0	0.3771	-252.9
YAL068C	5	277.8	163.4	167.0	3.2	160.2	1.0	0.5755	-157.0
YAR002C-A	351	623.8	134.91	133.0	6.93	127.98	0.9943	0.2406	-121.05
YAR002W	115	544.1	145.58	149.0	3.17	142.41	0.9739	0.347	-139.23
YAR003W	82	844.1	382.41	472.5	10.22	372.2	0.9878	0.4597	-361.98
YAR007C	120	1015.6	133.43	130.5	25.25	108.18	1.0	0.2121	-82.92
YAR008W	100	758.8	182.55	182.5	45.4	137.15	1.0	0.2625	-91.75
YAR009C	2272	870.4	330.48	334.0	2.64	327.84	0.9952	0.4181	-325.21
YAR010C	19	603.4	168.21	175.0	11.42	156.79	1.0	0.2857	-145.37
YAR014C	142	608.1	214.19	202.5	2.75	211.44	0.993	0.4204	-208.68
YAR015W	107	829.5	201.9	200.0	39.07	162.83	1.0	0.2834	-123.77
YAR018C	39	524.3	171.87	183.0	2.85	169.03	1.0	0.3827	-166.18
YAR019C	56	682.3	123.55	122.5	9.54	114.02	1.0	0.2582	-104.48
YAR023C	35	605.4	198.66	131.0	86.6	112.06	1.0	0.2838	-25.46
YAR027W	396	696.7	216.82	217.5	22.05	194.77	1.0	0.3408	-172.72
YAR028W	161	716.8	273.3	241.0	9.24	264.06	1.0	0.3967	-254.82
YAR030C	34	609.1	385.24	238.5	343.03	42.21	1.0	0.5015	300.82
YAR031W	22	678.5	259.86	224.5	67.64	192.23	1.0	0.4207	-124.59
YAR033W	44	662.9	167.91	171.0	21.0	146.91	0.9773	0.2666	-125.91
YAR035W	25	566.8	151.28	161.0	6.24	145.04	1.0	0.3083	-138.8
YAR042W	60	887.6	234.63	203.5	3.02	231.62	0.9833	0.3592	-228.6
YAR050W	32	801.9	228.56	103.0	104.06	124.5	1.0	0.2096	-20.44
YAR053W	76	456.7	221.79	203.0	55.63	166.16	1.0	0.4635	-110.53
YAR061W	5	1262.2	513.2	401.0	115.2	398.0	1.0	0.4037	-282.8
YAR064W	5	1222.2	934.6	977.0	616.6	318.0	1.0	0.75	298.6
YAR068W	10	531.3	277.4	203.0	96.2	181.2	1.0	0.5113	-85.0
YAR069C	5	527.6	342.0	248.0	283.2	58.8	1.0	0.572	224.4
YAR071W	611	633.4	110.4	111.0	8.12	102.28	1.0	0.2406	-94.17
YBL001C	764	417.3	139.82	135.0	14.65	125.17	1.0	0.3287	-110.52
YBL002W	871	601.7	264.96	263.0	20.06	244.9	1.0	0.4458	-224.84
YBL003C	3197	581.5	230.21	223.0	16.35	213.86	0.9997	0.4023	-197.52
YBL004W	290	901.3	101.9	81.5	7.71	94.19	0.9897	0.1688	-86.48
YBL005W	173	722.1	281.44	104.0	212.68	68.76	0.9884	0.3327	143.92
YBL005W-A	23	489.3	76.22	80.0	26.09	50.13	1.0	0.1645	-24.04
YBL005W-B	1800	1283.0	309.74	329.0	3.23	306.5	0.9917	0.2926	-303.27
YBL006C	156	638.4	217.01	209.5	9.12	207.89	1.0	0.3576	-198.78
YBL007C	254	812.4	131.8	140.0	4.99	126.81	1.0	0.2384	-121.83
YBL008W	54	599.0	141.39	149.5	1.52	139.87	1.0	0.2782	-138.35
YBL009W	74	772.9	168.11	162.0	10.89	157.22	1.0	0.3195	-146.32
YBL010C	27	619.6	219.04	207.0	4.93	214.11	1.0	0.4368	-209.19
YBL011W	105	636.8	177.92	198.0	8.58	169.34	0.9714	0.3819	-160.76
YBL014C	48	875.4	141.79	144.5	5.44	136.35	1.0	0.219	-130.92
YBL015W	75	938.3	301.16	305.0	17.56	283.6	1.0	0.4068	-266.04
YBL016W	85	767.7	171.91	156.0	11.91	160.0	1.0	0.2802	-148.09
YBL017C	194	801.6	106.99	82.5	7.37	99.63	1.0	0.2344	-92.26
YBL018C	164	488.2	158.3	152.0	55.72	102.58	1.0	0.3178	-46.86
YBL019W	91	603.8	164.84	157.0	10.91	153.92	0.989	0.3735	-143.01
YBL020W	95	860.3	143.09	151.0	12.76	130.34	1.0	0.242	-117.58
YBL021C	44	590.6	228.93	202.0	25.25	203.68	1.0	0.3972	-178.43
YBL022C	210	697.7	112.87	93.0	2.3	110.57	0.9905	0.2369	-108.28
YBL023C	85	705.7	200.69	193.0	2.69	198.0	0.9882	0.3281	-195.31
YBL024W	196	963.6	177.88	176.5	4.34	173.54	1.0	0.2503	-169.2
YBL025W	22	766.9	507.55	501.0	29.45	478.09	1.0	0.6847	-448.64
YBL026W	901	467.5	247.56	238.0	81.66	165.9	1.0	0.5221	-84.24
YBL027W	5118	515.2	128.38	110.0	7.35	121.03	0.999	0.2736	-113.68
YBL028C	785	532.3	262.02	277.0	16.35	245.67	1.0	0.4814	-229.32
YBL029C-A	283	452.5	190.96	188.0	43.59	147.37	1.0	0.4155	-103.79
YBL029W	70	519.0	111.63	98.5	8.87	102.76	1.0	0.2521	-93.89
YBL030C	807	846.5	335.9	345.0	26.57	309.33	0.9988	0.4503	-282.75
YBL031W	23	621.8	183.26	167.0	4.22	179.04	1.0	0.3746	-174.83
YBL032W	168	694.6	229.39	237.0	12.8	216.59	0.994	0.4108	-203.79
YBL033C	189	686.5	118.08	129.0	3.89	114.19	0.9894	0.2207	-110.3
YBL034C	55	919.4	188.78	177.0	3.87	184.91	1.0	0.2996	-181.04
YBL035C	62	701.4	94.53	78.0	3.89	90.65	1.0	0.1901	-86.76
YBL036C	380	739.0	177.34	166.0	4.73	172.61	1.0	0.273	-167.88
YBL037W	54	990.9	130.59	129.5	7.41	123.19	1.0	0.1712	-115.78
YBL038W	86	573.4	137.12	131.5	22.0	115.12	1.0	0.2649	-93.12
YBL039C	580	863.3	186.67	184.0	12.79	173.88	0.9897	0.2976	-161.09
YBL039W-B	121	508.8	338.6	329.0	162.86	175.74	1.0	0.6513	-12.88
YBL040C	575	676.0	163.18	165.0	28.32	134.87	1.0	0.2554	-106.55
YBL041W	588	519.7	126.58	128.0	10.35	116.23	0.9966	0.2758	-105.89
YBL042C	163	807.3	190.86	189.0	8.16	182.7	0.9877	0.3237	-174.54
YBL043W	23	681.7	237.65	247.0	55.13	182.52	1.0	0.3743	-127.39
YBL045C	318	921.4	302.4	295.0	32.79	269.6	0.9969	0.4058	-236.81
YBL046W	42	478.9	192.93	182.5	0.81	192.12	1.0	0.43	-191.31
YBL047C	265	749.7	226.5	221.0	4.57	221.93	0.9962	0.3776	-217.35
YBL048W	14	374.4	179.79	155.0	121.71	58.07	1.0	0.4127	63.64
YBL049W	20	750.4	413.6	393.5	104.35	309.25	1.0	0.5384	-204.9
YBL050W	325	699.7	134.72	138.0	35.19	99.54	0.9969	0.2102	-64.35
YBL051C	72	840.6	278.6	220.0	3.58	275.01	1.0	0.4059	-271.43
YBL052C	8	437.4	16.75	10.0	0.75	16.0	1.0	0.046	-15.25
YBL053W	6	323.3	81.83	46.5	2.0	79.83	1.0	0.2303	-77.83
YBL054W	81	756.8	199.65	197.0	13.79	185.86	1.0	0.3497	-172.07
YBL055C	224	722.5	151.84	131.0	6.61	145.23	0.9955	0.276	-138.62
YBL056W	368	992.9	354.54	368.5	19.35	335.2	0.9973	0.4487	-315.85
YBL057C	141	532.9	110.6	88.0	2.51	108.09	1.0	0.2387	-105.57
YBL058W	207	707.6	153.59	137.0	4.74	148.85	1.0	0.2791	-144.1
YBL059C-A	119	476.4	227.32	220.0	23.89	203.43	0.9916	0.4718	-179.54
YBL059W	44	456.7	98.68	81.0	3.93	94.75	1.0	0.2319	-90.82
YBL060W	63	584.1	109.22	99.0	48.27	60.95	1.0	0.259	-12.68
YBL061C	157	941.9	114.31	104.0	4.18	110.13	0.9936	0.1452	-105.95
YBL062W	112	350.1	108.57	95.0	2.01	106.56	1.0	0.3189	-104.55
YBL063W	43	799.3	125.19	121.0	11.19	114.0	0.9767	0.2274	-102.81
YBL064C	184	635.1	118.35	115.0	11.82	106.53	1.0	0.2126	-94.72
YBL065W	5	283.2	79.2	98.0	21.6	57.6	1.0	0.2907	-36.0
YBL066C	42	979.4	264.83	304.5	1.83	263.0	1.0	0.3438	-261.17
YBL067C	145	703.1	155.61	140.0	5.14	150.47	1.0	0.2809	-145.33
YBL068W	252	708.8	163.94	161.5	11.59	152.36	1.0	0.277	-140.77
YBL069W	77	785.8	158.97	156.0	22.18	136.79	1.0	0.241	-114.61
YBL071C	39	406.1	188.38	208.0	119.41	68.97	0.9487	0.387	50.44
YBL071W-A	9	511.9	285.22	296.0	25.22	260.0	1.0	0.5316	-234.78
YBL072C	11002	633.0	148.97	135.0	12.85	136.12	0.9994	0.2525	-123.27
YBL074C	5	935.6	321.4	357.0	145.6	175.8	1.0	0.2902	-30.2
YBL075C	35	660.5	98.8	86.0	1.8	97.0	1.0	0.2109	-95.2
YBL076C	1106	1125.4	131.0	110.0	3.89	127.12	0.9937	0.1474	-123.23
YBL077W	777	311.2	46.7	45.0	9.04	37.66	0.9949	0.1417	-28.62
YBL078C	204	676.8	367.35	467.0	11.48	355.88	1.0	0.5163	-344.4
YBL079W	317	852.1	126.31	131.0	3.32	122.99	1.0	0.2243	-119.67
YBL080C	36	694.8	130.69	116.0	3.08	127.61	1.0	0.249	-124.53
YBL081W	54	749.2	184.31	148.0	43.37	140.94	1.0	0.2856	-97.57
YBL082C	51	1066.1	131.73	141.0	6.88	124.84	1.0	0.1322	-117.96
YBL083C	20	385.4	91.65	92.5	13.0	78.65	1.0	0.2333	-65.65
YBL084C	48	839.5	195.96	194.0	13.08	182.88	1.0	0.3329	-169.79
YBL085W	104	723.0	160.49	166.5	3.47	157.02	1.0	0.3198	-153.55
YBL086C	38	571.4	92.92	63.0	8.55	84.37	1.0	0.2033	-75.82
YBL087C	3890	485.3	169.99	164.0	39.13	130.86	0.9992	0.3564	-91.73
YBL088C	77	839.9	91.94	81.0	3.64	88.3	0.987	0.1574	-84.66
YBL089W	101	636.9	113.29	107.0	3.44	109.85	0.9901	0.2287	-106.42
YBL090W	169	580.8	162.93	151.0	12.62	150.31	1.0	0.2992	-137.69
YBL091C	116	872.6	150.07	160.5	7.28	142.78	0.9914	0.22	-135.5
YBL091C-A	65	503.5	162.83	155.0	6.97	155.86	1.0	0.3526	-148.89
YBL092W	8173	487.1	153.86	157.0	14.29	139.57	0.9987	0.3193	-125.28
YBL093C	213	611.0	203.23	200.0	22.06	181.18	1.0	0.3722	-159.12
YBL094C	24	327.9	137.17	135.0	1.67	135.5	1.0	0.431	-133.83
YBL095W	57	780.1	158.35	150.0	13.14	145.21	1.0	0.2071	-132.07
YBL098W	95	869.1	157.88	150.0	8.82	149.06	1.0	0.2342	-140.24
YBL099W	732	852.7	249.14	235.0	29.97	219.17	0.9973	0.3759	-189.2
YBL100C	5	346.2	234.6	225.0	215.8	18.8	1.0	0.6818	197.0
YBL100W-A	8	585.5	205.38	215.0	0.75	204.62	1.0	0.3568	-203.88
YBL100W-B	423	702.2	330.64	331.0	2.57	328.07	1.0	0.5227	-325.5
YBL101C	85	846.1	165.07	153.0	1.66	163.41	1.0	0.3168	-161.75
YBL102W	217	645.0	225.99	222.0	27.02	198.96	1.0	0.3867	-171.94
YBL103C	109	858.4	399.83	371.0	18.94	380.9	1.0	0.5341	-361.96
YBL104C	75	632.9	101.55	93.0	2.88	98.67	0.9867	0.2233	-95.79
YBL105C	68	972.5	162.94	139.5	8.62	154.32	0.9706	0.2355	-145.71
YBL106C	30	721.2	150.63	130.0	1.9	148.73	1.0	0.2568	-146.83
YBL107C	153	514.2	154.59	143.0	2.95	151.64	0.9935	0.3307	-148.69
YBL107W-A	20	266.4	166.25	126.0	124.35	41.9	1.0	0.534	82.45
YBL111C	6	634.5	94.33	7.5	59.33	35.0	1.0	0.0855	24.33
YBL113C	24	607.9	95.33	87.0	1.71	93.62	0.9583	0.1999	-91.92
YBR001C	79	664.3	127.09	126.0	13.72	113.37	0.9873	0.2595	-99.65
YBR002C	81	653.5	158.86	151.0	4.16	154.7	0.9753	0.2892	-150.54
YBR003W	143	655.4	168.62	146.0	7.86	160.76	1.0	0.3331	-152.9
YBR004C	104	808.4	126.06	121.5	4.39	121.66	1.0	0.2167	-117.27
YBR005W	224	667.3	208.22	210.0	13.97	194.25	0.9955	0.3484	-180.29
YBR006W	127	867.8	198.21	199.0	17.07	181.14	1.0	0.2732	-164.07
YBR007C	92	665.7	180.01	161.5	3.26	176.75	1.0	0.3481	-173.49
YBR008C	49	1011.7	200.2	198.0	35.08	165.12	1.0	0.2449	-130.04
YBR009C	4148	496.5	222.9	207.5	15.68	207.22	1.0	0.4554	-191.55
YBR010W	3329	536.7	188.7	172.0	9.24	179.46	0.9991	0.3626	-170.23
YBR011C	1468	766.9	163.89	159.0	11.34	152.55	1.0	0.2497	-141.21
YBR012W-A	8	556.9	190.38	168.5	0.38	190.0	1.0	0.3468	-189.62
YBR012W-B	720	757.8	306.37	328.0	2.78	303.59	0.9931	0.4214	-300.81
YBR014C	244	660.3	172.7	163.0	17.04	155.66	1.0	0.2743	-138.62
YBR015C	365	808.6	189.15	198.0	8.63	180.52	0.9973	0.311	-171.89
YBR016W	246	581.6	246.84	237.0	16.83	230.02	1.0	0.4354	-213.19
YBR017C	164	859.6	160.73	170.5	2.7	158.03	0.9878	0.2562	-155.33
YBR019C	23	478.5	166.13	144.0	1.3	164.83	1.0	0.3627	-163.52
YBR020W	12	598.1	190.5	175.0	64.67	125.83	1.0	0.3969	-61.17
YBR021W	43	800.9	181.42	188.0	7.6	173.81	0.9767	0.2981	-166.21
YBR022W	166	617.1	203.67	198.5	25.3	178.38	1.0	0.3438	-153.08
YBR023C	232	853.6	174.66	168.5	6.81	167.84	0.9957	0.2958	-161.03
YBR024W	58	801.1	232.41	213.5	31.6	200.81	1.0	0.3495	-169.21
YBR025C	1132	907.4	222.83	226.0	9.71	213.12	0.9956	0.2986	-203.42
YBR026C	161	814.4	170.22	170.0	9.44	160.78	1.0	0.2775	-151.34
YBR027C	14	220.8	117.07	110.0	83.36	33.71	1.0	0.4942	49.64
YBR028C	55	865.0	214.11	194.0	10.56	203.55	1.0	0.3386	-192.98
YBR029C	267	734.0	159.93	157.0	9.82	150.11	1.0	0.297	-140.3
YBR030W	42	679.3	114.4	115.0	11.12	103.29	0.9762	0.1963	-92.17
YBR031W	4340	784.2	130.55	118.0	3.51	127.05	0.9982	0.2176	-123.54
YBR032W	5	704.2	444.0	444.0	241.8	202.2	1.0	0.6272	39.6
YBR033W	29	681.0	176.59	166.0	18.28	158.31	1.0	0.2899	-140.03
YBR034C	350	815.2	224.0	208.5	7.81	216.19	1.0	0.3463	-208.38
YBR035C	371	651.3	145.25	129.0	10.84	134.41	0.9973	0.245	-123.56
YBR036C	301	850.3	232.01	238.0	10.6	221.42	0.9967	0.3511	-210.82
YBR037C	35	776.3	104.46	88.0	15.06	89.4	1.0	0.157	-74.34
YBR038W	91	570.3	209.3	205.0	1.12	208.18	0.989	0.3949	-207.05
YBR039W	404	821.0	236.82	247.5	18.88	217.95	1.0	0.3484	-199.07
YBR041W	202	799.5	180.1	174.0	8.44	171.66	0.995	0.303	-163.22
YBR042C	213	762.5	124.07	119.0	12.77	111.3	1.0	0.2034	-98.53
YBR043C	113	629.3	151.42	153.0	8.05	143.37	1.0	0.3069	-135.32
YBR044C	73	587.8	94.92	85.0	10.05	84.86	1.0	0.2134	-74.81
YBR045C	39	783.1	222.1	169.0	8.28	213.82	1.0	0.3055	-205.54
YBR046C	70	832.0	242.76	266.0	7.96	234.8	1.0	0.3355	-226.84
YBR047W	111	573.2	147.23	123.0	12.41	134.83	1.0	0.2643	-122.42
YBR048W	3378	632.2	278.24	272.0	38.76	239.48	0.9994	0.4553	-200.71
YBR049C	56	755.0	288.07	262.5	3.84	284.23	1.0	0.4678	-280.39
YBR050C	19	626.2	110.89	97.0	26.16	84.74	1.0	0.1892	-58.58
YBR052C	248	601.6	122.08	112.0	26.06	96.03	1.0	0.2149	-69.97
YBR053C	87	771.0	135.44	140.0	6.1	129.33	1.0	0.2213	-123.23
YBR054W	325	1019.2	453.52	429.0	78.24	375.28	0.9938	0.4977	-297.04
YBR055C	65	976.4	124.02	113.0	6.69	117.32	0.9692	0.1952	-110.63
YBR056C-B	6	663.5	541.0	537.0	22.17	518.83	1.0	0.8165	-496.67
YBR056W	183	936.7	106.69	99.0	16.64	90.05	1.0	0.1423	-73.4
YBR056W-A	740	672.3	489.79	508.0	11.93	477.86	1.0	0.7256	-465.94
YBR057C	99	682.9	182.16	180.0	11.26	170.9	1.0	0.3153	-159.64
YBR058C	70	873.7	168.4	167.5	4.13	164.27	1.0	0.2891	-160.14
YBR058C-A	580	457.7	236.7	227.5	35.35	201.35	1.0	0.5123	-166.0
YBR059C	78	833.7	127.51	115.5	5.29	122.22	0.9872	0.2313	-116.92
YBR060C	133	639.5	97.91	96.0	3.79	94.12	1.0	0.2161	-90.33
YBR061C	158	735.6	176.37	167.0	5.47	170.89	1.0	0.2906	-165.42
YBR062C	257	572.5	142.97	129.0	16.31	126.67	0.9922	0.2647	-110.36
YBR063C	70	693.8	192.44	121.5	71.57	120.87	1.0	0.2726	-49.3
YBR065C	13	754.8	289.69	343.0	3.85	285.85	1.0	0.3997	-282.0
YBR066C	151	497.8	168.16	172.0	12.2	155.96	1.0	0.3844	-143.76
YBR067C	1277	659.6	180.02	184.0	23.67	156.35	1.0	0.3013	-132.69
YBR068C	617	887.6	191.43	218.0	12.36	179.07	0.9984	0.261	-166.71
YBR069C	264	827.4	186.48	188.0	16.98	169.5	0.9962	0.3264	-152.52
YBR070C	66	569.9	98.39	100.0	10.47	87.92	1.0	0.1921	-77.45
YBR071W	122	788.2	290.47	314.0	24.39	266.08	0.9918	0.3705	-241.7
YBR072C-A	7	241.1	152.14	173.0	4.0	148.14	1.0	0.6212	-144.14
YBR072W	147	744.5	236.67	231.0	37.05	199.62	1.0	0.3391	-162.57
YBR073W	199	838.4	116.06	123.0	4.99	111.07	0.9899	0.2111	-106.07
YBR074W	191	613.2	106.61	114.0	1.21	105.4	1.0	0.2487	-104.18
YBR076C-A	75	406.2	226.04	220.0	23.75	202.29	0.9867	0.54	-178.55
YBR076W	46	440.8	178.22	155.5	82.37	95.85	1.0	0.4061	-13.48
YBR077C	109	640.0	266.68	276.0	43.36	223.32	1.0	0.406	-179.96
YBR078W	1468	1050.2	368.76	365.0	52.68	316.08	0.9946	0.3895	-263.4
YBR079C	342	746.0	130.0	104.0	1.98	128.02	1.0	0.2467	-126.04
YBR080C	251	751.0	180.18	180.0	2.61	177.57	1.0	0.3718	-174.95
YBR081C	67	975.6	126.09	127.0	2.16	123.93	1.0	0.2041	-121.76
YBR082C	1375	550.7	239.32	240.0	43.63	195.7	1.0	0.4481	-152.07
YBR083W	71	809.8	139.51	121.0	25.76	113.75	1.0	0.2231	-87.99
YBR084C-A	4211	537.3	134.53	128.0	6.43	128.11	0.9986	0.2731	-121.68
YBR084W	501	925.1	176.32	172.0	4.16	172.16	0.994	0.2854	-168.0
YBR085C-A	1873	635.7	404.09	401.0	17.34	386.75	1.0	0.6348	-369.42
YBR085W	51	750.8	230.59	235.0	21.88	208.71	1.0	0.3628	-186.82
YBR086C	323	912.5	174.28	182.0	13.12	161.16	1.0	0.2812	-148.04
YBR087W	285	750.1	109.91	118.0	3.51	106.4	1.0	0.1832	-102.89
YBR088C	239	643.7	123.61	126.0	15.46	108.15	1.0	0.2267	-92.69
YBR089C-A	413	492.8	227.72	220.0	27.23	200.5	1.0	0.4635	-173.27
YBR090C	46	532.0	141.93	88.0	2.67	139.26	1.0	0.2124	-136.59
YBR091C	160	442.3	158.27	150.5	19.08	139.19	1.0	0.3615	-120.12
YBR092C	249	818.3	113.92	120.0	6.74	107.18	1.0	0.2022	-100.43
YBR093C	733	703.1	113.25	118.0	7.85	105.4	1.0	0.2336	-97.56
YBR094W	97	666.9	139.81	156.0	5.21	134.61	1.0	0.2663	-129.4
YBR095C	55	730.1	131.36	114.0	3.71	127.65	0.9818	0.2489	-123.95
YBR096W	255	641.0	138.73	137.0	29.2	109.53	1.0	0.2335	-80.33
YBR097W	80	882.9	105.3	88.0	4.58	100.72	1.0	0.1587	-96.15
YBR098W	58	649.4	138.28	85.0	57.41	80.86	1.0	0.204	-23.45
YBR099C	5	271.8	45.2	62.0	1.6	43.6	1.0	0.17	-42.0
YBR101C	2533	658.2	109.53	104.0	13.38	96.15	0.998	0.1945	-82.77
YBR102C	100	696.2	128.53	114.5	5.88	122.65	1.0	0.2171	-116.77
