transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YAL016C-B_mRNA	37	288.9	123.03	116.0	88.59	34.43	1.0	0.3728	54.16
YAL016W_mRNA	511	844.7	51.56	65.0	2.26	49.3	1.0	0.0862	-47.04
YAL017W_mRNA	93	846.7	233.11	215.0	9.1	224.01	1.0	0.3407	-214.91
YAL018C_mRNA	9	510.8	160.11	174.0	14.44	145.67	1.0	0.368	-131.22
YAL019W_mRNA	191	716.4	103.15	88.0	2.44	100.71	0.9843	0.1947	-98.27
YAL020C_mRNA	67	610.0	46.58	26.0	1.75	44.84	0.9851	0.1001	-43.09
YAL021C_mRNA	73	879.6	50.01	70.0	3.23	46.78	0.9863	0.0781	-43.55
YAL022C_mRNA	80	748.7	54.19	71.0	2.11	52.08	1.0	0.1004	-49.96
YAL023C_mRNA	534	834.9	51.77	65.5	3.78	47.99	0.9944	0.0911	-44.2
YAL024C_mRNA	30	808.0	163.07	168.0	6.03	157.03	1.0	0.2746	-151.0
YAL025C_mRNA	93	417.5	49.37	27.0	1.27	48.1	0.9892	0.1134	-46.83
YAL026C-A_mRNA	47	364.1	72.34	72.0	41.17	31.17	1.0	0.1754	10.0
YAL026C_mRNA	56	947.4	163.79	158.5	3.77	160.02	0.9821	0.2118	-156.25
YAL027W_mRNA	104	694.3	58.27	75.5	2.0	56.27	1.0	0.0931	-54.27
YAL028W_mRNA	64	488.1	49.33	19.5	1.11	48.22	1.0	0.113	-47.11
YAL029C_mRNA	172	1039.6	132.03	138.5	4.06	127.97	1.0	0.1678	-123.91
YAL030W_mRNA	93	372.3	67.26	70.0	26.11	41.15	1.0	0.1767	-15.04
YAL031C_mRNA	52	758.1	51.56	51.5	6.71	44.85	1.0	0.1007	-38.13
YAL032C_mRNA	26	519.3	27.88	10.0	1.69	26.19	0.8846	0.0854	-24.5
YAL033W_mRNA	286	560.8	41.79	16.5	2.94	38.85	0.9895	0.0753	-35.91
YAL034C-B_mRNA	6	366.8	111.5	96.5	37.33	74.17	1.0	0.329	-36.83
YAL034C_mRNA	55	651.1	46.13	22.0	3.75	42.38	0.9818	0.1053	-38.64
YAL034W-A_mRNA	26	481.7	35.65	10.5	1.27	34.38	1.0	0.087	-33.12
YAL035W_mRNA	576	787.8	57.38	71.0	3.85	53.53	0.9948	0.1054	-49.69
YAL036C_mRNA	116	706.1	41.16	9.0	1.68	39.48	0.8966	0.0758	-37.8
YAL037C-B_mRNA	234	905.4	149.2	171.0	3.59	145.61	0.9402	0.1556	-142.02
YAL037W_mRNA	193	646.8	52.66	33.0	10.89	41.77	0.9741	0.0991	-30.88
YAL038W_mRNA	14948	766.7	51.87	61.5	2.92	48.95	0.9944	0.0952	-46.03
YAL039C_mRNA	137	661.4	45.2	15.0	5.04	40.16	0.9854	0.0839	-35.12
YAL040C_mRNA	125	827.1	86.64	86.0	3.0	83.64	0.992	0.158	-80.64
YAL041W_mRNA	113	619.2	50.86	21.0	5.53	45.33	0.9912	0.1078	-39.8
YAL042W_mRNA	312	728.1	38.9	12.0	2.43	36.47	0.9808	0.0668	-34.04
YAL043C_mRNA	63	727.3	44.78	20.0	1.63	43.14	0.9841	0.08	-41.51
YAL044C_mRNA	219	469.1	41.03	16.0	3.09	37.95	0.9954	0.0935	-34.86
YAL044W-A_mRNA	70	405.7	45.87	30.0	2.56	43.31	1.0	0.1121	-40.76
YAL046C_mRNA	85	447.1	44.01	16.0	2.47	41.54	1.0	0.0977	-39.07
YAL047C_mRNA	49	786.8	50.65	18.0	2.31	48.35	1.0	0.0836	-46.04
YAL047W-A_mRNA	6	481.8	49.0	48.5	4.83	44.17	1.0	0.1203	-39.33
YAL049C_mRNA	266	700.8	60.73	70.0	12.93	47.8	0.9887	0.1036	-34.87
YAL051W_mRNA	39	678.7	159.67	163.0	2.05	157.62	1.0	0.2877	-155.56
YAL053W_mRNA	256	1061.0	67.61	82.0	4.8	62.81	0.9961	0.1071	-58.01
YAL054C_mRNA	70	522.8	193.34	193.5	2.71	190.63	1.0	0.4055	-187.91
YAL055W_mRNA	29	416.4	37.03	13.0	2.31	34.72	0.9655	0.0838	-32.41
YAL056C-A_mRNA	6	263.8	53.33	73.0	1.0	52.33	1.0	0.2139	-51.33
YAL056W_mRNA	154	648.3	42.25	14.0	1.75	40.5	0.9805	0.0844	-38.75
YAL058W_mRNA	50	759.5	58.78	66.0	2.66	56.12	1.0	0.1038	-53.46
YAL059W_mRNA	199	567.3	47.76	29.0	1.8	45.96	0.995	0.0928	-44.17
YAL060W_mRNA	183	747.0	47.52	19.0	8.14	39.38	0.9891	0.0847	-31.23
YAL061W_mRNA	54	801.0	177.39	85.5	3.7	173.69	1.0	0.2197	-169.98
YAL062W_mRNA	39	539.8	118.69	86.0	27.13	91.56	0.9744	0.2505	-64.44
YAL063C-A_mRNA	62	727.1	79.02	81.0	3.77	75.24	1.0	0.1211	-71.47
YAL063C_mRNA	81	565.1	167.32	147.0	22.81	144.51	0.9877	0.3063	-121.69
YAL064C-A_mRNA	5	1304.6	944.6	934.0	185.8	758.8	1.0	0.7092	-573.0
YAL066W_mRNA	14	450.6	326.21	336.5	294.14	32.07	1.0	0.6973	262.07
YAL067C_mRNA	10	830.1	255.3	256.5	1.2	254.1	1.0	0.3771	-252.9
YAR002C-A_mRNA	372	600.1	44.22	19.5	2.91	41.31	0.9839	0.0834	-38.41
YAR002W_mRNA	125	516.9	47.12	25.0	1.85	45.27	0.976	0.1172	-43.42
YAR003W_mRNA	140	649.8	51.95	72.0	2.83	49.12	0.9857	0.0991	-46.29
YAR007C_mRNA	105	1117.7	58.3	71.0	2.79	55.51	1.0	0.0758	-52.72
YAR008W_mRNA	118	695.9	71.01	65.0	28.51	42.5	1.0	0.1442	-13.99
YAR009C_mRNA	2122	900.9	327.49	336.5	2.46	325.03	0.9967	0.3931	-322.57
YAR010C_mRNA	16	463.8	143.31	143.5	15.31	128.0	0.9375	0.2911	-112.69
YAR014C_mRNA	164	566.2	61.09	71.0	8.48	52.62	0.9939	0.1296	-44.14
YAR015W_mRNA	121	764.1	50.19	68.0	2.27	47.92	0.9835	0.0833	-45.64
YAR018C_mRNA	49	452.1	48.8	66.0	1.41	47.39	1.0	0.1244	-45.98
YAR019C_mRNA	56	682.3	123.55	122.5	9.54	114.02	1.0	0.2582	-104.48
YAR023C_mRNA	46	554.5	66.78	31.0	8.61	58.17	1.0	0.115	-49.57
YAR027W_mRNA	463	633.8	49.34	28.0	3.05	46.29	0.9892	0.091	-43.24
YAR028W_mRNA	129	669.1	44.08	17.0	2.53	41.55	1.0	0.078	-39.02
YAR029W_mRNA	94	638.7	52.63	55.5	4.96	47.67	0.9787	0.1032	-42.71
YAR030C_mRNA	9	240.1	60.67	69.0	30.67	30.0	1.0	0.2241	0.67
YAR031W_mRNA	10	965.2	300.6	238.0	102.8	197.8	1.0	0.2988	-95.0
YAR033W_mRNA	84	542.7	67.4	58.0	3.06	64.35	0.9881	0.1181	-61.29
YAR035W_mRNA	26	556.3	79.08	82.5	6.04	73.04	1.0	0.1758	-67.0
YAR042W_mRNA	77	766.4	115.73	81.0	2.3	113.43	0.987	0.1793	-111.13
YAR050W_mRNA	34	771.6	219.94	103.0	99.38	120.56	1.0	0.213	-21.18
YAR053W_mRNA	110	464.2	68.89	75.0	8.07	60.82	0.9818	0.1543	-52.75
YAR068W_mRNA	9	428.6	227.56	230.0	26.0	201.56	1.0	0.57	-175.56
YAR070C_mRNA	5	604.6	332.4	345.0	157.6	174.8	1.0	0.4773	-17.2
YAR071W_mRNA	632	624.9	109.5	112.5	6.47	103.02	1.0	0.2461	-96.55
YBL001C_mRNA	925	383.5	40.24	13.0	3.6	36.64	0.9816	0.1043	-33.04
YBL002W_mRNA	1082	543.1	68.76	72.0	2.99	65.76	0.9991	0.1302	-62.77
YBL003C_mRNA	3517	552.6	44.94	15.0	2.52	42.42	0.9949	0.0825	-39.9
YBL004W_mRNA	242	1018.2	98.4	79.5	6.54	91.86	0.9876	0.1279	-85.33
YBL005W-A_mRNA	16	486.6	97.19	118.0	23.19	74.0	1.0	0.2132	-50.81
YBL005W-B_mRNA	1633	1353.6	307.05	329.0	3.21	303.84	0.9884	0.2649	-300.62
YBL005W_mRNA	171	719.6	276.65	103.0	208.16	68.49	0.9883	0.3282	139.68
YBL006C_mRNA	171	590.1	47.35	19.0	5.88	41.47	1.0	0.0849	-35.6
YBL006W-A_mRNA	10	508.4	79.7	68.5	21.3	58.4	1.0	0.2116	-37.1
YBL007C_mRNA	274	767.5	51.22	67.0	4.41	46.81	0.9781	0.0965	-42.4
YBL008W_mRNA	56	584.0	61.21	70.5	1.54	59.68	1.0	0.1235	-58.14
YBL009W_mRNA	87	686.4	53.28	33.0	5.89	47.39	1.0	0.114	-41.51
YBL010C_mRNA	61	405.0	44.31	28.0	2.44	41.87	0.9508	0.1439	-39.43
YBL011W_mRNA	124	580.9	39.64	14.0	2.69	36.94	0.9758	0.0924	-34.25
YBL014C_mRNA	60	744.8	46.55	12.5	5.87	40.68	0.9833	0.0947	-34.82
YBL015W_mRNA	110	737.5	56.85	63.5	9.43	47.42	1.0	0.095	-37.99
YBL016W_mRNA	85	767.7	171.91	156.0	11.91	160.0	1.0	0.2802	-148.09
YBL017C_mRNA	194	801.6	106.99	82.5	7.37	99.63	1.0	0.2344	-92.26
YBL018C_mRNA	179	472.6	43.87	16.0	4.98	38.89	0.9888	0.092	-33.91
YBL019W_mRNA	86	619.1	91.86	90.5	5.97	85.9	0.9884	0.215	-79.93
YBL020W_mRNA	102	820.1	67.07	81.0	5.7	61.37	1.0	0.1234	-55.68
YBL021C_mRNA	53	524.0	40.55	14.0	2.25	38.3	1.0	0.0825	-36.06
YBL022C_mRNA	216	684.2	45.54	20.0	1.42	44.12	0.9907	0.0918	-42.71
YBL023C_mRNA	99	650.7	56.17	69.0	2.68	53.49	0.9899	0.1043	-50.82
YBL024W_mRNA	239	835.8	52.44	68.0	2.89	49.54	0.9958	0.0899	-46.65
YBL025W_mRNA	55	550.0	51.84	67.0	3.25	48.58	1.0	0.1063	-45.33
YBL026W_mRNA	972	456.8	58.39	34.5	19.48	38.91	0.9979	0.118	-19.43
YBL027W_mRNA	5381	501.5	38.14	10.0	2.99	35.16	0.9768	0.0794	-32.17
YBL028C_mRNA	898	505.5	47.93	23.5	4.08	43.85	0.99	0.0966	-39.77
YBL029C-A_mRNA	301	442.6	55.72	72.0	2.93	52.79	0.9867	0.1216	-49.85
YBL029W_mRNA	64	532.3	101.33	97.0	9.59	91.73	1.0	0.2223	-82.14
YBL030C_mRNA	1147	684.4	49.81	67.0	2.76	47.05	0.9651	0.091	-44.29
YBL031W_mRNA	41	426.9	46.93	27.0	2.46	44.46	0.9756	0.1568	-42.0
YBL032W_mRNA	186	650.7	51.1	22.5	3.09	48.02	0.9839	0.0975	-44.93
YBL033C_mRNA	194	674.4	50.13	68.5	1.28	48.85	0.9845	0.0938	-47.57
YBL034C_mRNA	55	919.4	188.78	177.0	3.87	184.91	1.0	0.2996	-181.04
YBL035C_mRNA	40	821.8	32.95	8.0	1.65	31.3	0.975	0.05	-29.65
YBL036C_mRNA	439	682.4	54.84	36.0	2.62	52.22	0.9977	0.0937	-49.6
YBL037W_mRNA	54	990.9	130.59	129.5	7.41	123.19	1.0	0.1712	-115.78
YBL038W_mRNA	93	544.0	53.6	66.0	5.46	48.14	1.0	0.113	-42.68
YBL039C-A_mRNA	214	688.6	50.53	26.0	4.98	45.55	0.9907	0.0918	-40.57
YBL039C_mRNA	429	861.4	52.02	25.0	5.51	46.51	0.9837	0.0862	-41.0
YBL039W-B_mRNA	143	485.0	49.49	65.0	1.83	47.66	1.0	0.1058	-45.84
YBL040C_mRNA	623	639.5	62.0	73.0	3.86	58.14	0.9823	0.1082	-54.29
YBL041W_mRNA	612	507.8	63.59	71.0	2.69	60.9	0.9951	0.1433	-58.21
YBL042C_mRNA	196	715.5	67.73	50.5	7.3	60.43	0.9898	0.1438	-53.14
YBL043W_mRNA	27	622.7	80.0	84.0	19.11	60.89	0.963	0.1794	-41.78
YBL045C_mRNA	375	823.7	92.43	94.0	2.31	90.12	0.9867	0.1506	-87.8
YBL046W_mRNA	76	365.4	75.08	79.0	32.55	42.53	1.0	0.2599	-9.97
YBL047C_mRNA	337	649.8	44.36	17.0	3.02	41.34	0.9822	0.0877	-38.32
YBL048W_mRNA	14	374.4	179.79	155.0	121.71	58.07	1.0	0.4127	63.64
YBL049W_mRNA	20	750.4	413.6	393.5	104.35	309.25	1.0	0.5384	-204.9
YBL050W_mRNA	346	680.2	61.88	25.5	14.97	46.91	1.0	0.1121	-31.95
YBL051C_mRNA	111	682.1	54.67	67.0	9.5	45.17	1.0	0.1065	-35.68
YBL052C_mRNA	8	437.4	16.75	10.0	0.75	16.0	1.0	0.046	-15.25
YBL053W_mRNA	6	323.3	81.83	46.5	2.0	79.83	1.0	0.2303	-77.83
YBL054W_mRNA	96	677.2	44.48	27.5	2.54	41.94	0.9896	0.088	-39.4
YBL055C_mRNA	244	687.4	64.7	38.0	3.91	60.79	0.9959	0.1227	-56.88
YBL056W_mRNA	518	795.2	54.43	61.5	4.44	50.0	0.9865	0.0935	-45.56
YBL057C_mRNA	195	485.6	50.23	66.0	3.56	46.67	0.9949	0.1164	-43.11
YBL058W_mRNA	172	764.8	48.74	20.0	2.35	46.38	0.9942	0.083	-44.03
YBL059C-A_mRNA	162	419.5	43.81	22.0	2.93	40.88	0.9815	0.1055	-37.94
YBL059W_mRNA	40	461.5	100.05	71.5	2.78	97.28	1.0	0.2353	-94.5
YBL060W_mRNA	51	653.1	51.1	24.0	4.76	46.33	1.0	0.1027	-41.57
YBL061C_mRNA	281	672.3	43.28	13.0	2.37	40.91	0.9858	0.0847	-38.54
YBL063W_mRNA	42	812.6	125.29	121.5	11.45	113.83	0.9762	0.2209	-102.38
YBL064C_mRNA	187	628.2	53.07	29.0	1.94	51.13	1.0	0.0978	-49.19
YBL065W_mRNA	5	283.2	79.2	98.0	21.6	57.6	1.0	0.2907	-36.0
YBL066C_mRNA	42	979.4	264.83	304.5	1.83	263.0	1.0	0.3438	-261.17
YBL067C_mRNA	95	873.3	154.82	131.0	6.89	147.93	1.0	0.2045	-141.03
YBL068W-A_mRNA	31	539.9	56.1	60.0	0.84	55.26	1.0	0.1233	-54.42
YBL068W_mRNA	337	613.2	47.81	47.0	4.62	43.19	0.9881	0.0977	-38.57
YBL069W_mRNA	50	881.4	52.62	69.0	1.1	51.52	1.0	0.0777	-50.42
YBL071C_mRNA	21	393.5	36.67	7.0	0.52	36.14	0.9524	0.1069	-35.62
YBL071W-A_mRNA	30	430.3	48.9	66.0	6.3	42.6	0.9667	0.1095	-36.3
YBL072C_mRNA	11327	617.9	48.1	23.0	7.84	40.26	0.998	0.0824	-32.43
YBL074C_mRNA	5	935.6	254.6	333.0	135.2	119.4	1.0	0.2408	15.8
YBL075C_mRNA	39	609.3	39.08	12.0	1.59	37.49	1.0	0.0883	-35.9
YBL076C_mRNA	1404	960.9	48.73	19.0	3.18	45.56	0.9922	0.0667	-42.38
YBL077W_mRNA	479	286.8	40.56	14.0	1.78	38.78	0.9937	0.1375	-37.0
YBL078C_mRNA	283	600.5	45.25	23.0	2.54	42.71	0.9823	0.0804	-40.17
YBL079W_mRNA	317	852.1	126.31	131.0	3.32	122.99	1.0	0.2243	-119.67
YBL080C_mRNA	36	694.8	39.89	14.0	2.64	37.25	0.9722	0.0617	-34.61
YBL081W_mRNA	65	670.1	57.09	72.0	7.8	49.29	1.0	0.1132	-41.49
YBL082C_mRNA	26	1200.6	84.23	72.0	1.35	82.88	1.0	0.0764	-81.54
YBL083C_mRNA	45	685.9	82.71	105.0	2.31	80.4	1.0	0.1377	-78.09
YBL084C_mRNA	48	839.5	195.96	194.0	13.08	182.88	1.0	0.3329	-169.79
YBL085W_mRNA	110	694.8	52.59	71.5	2.43	50.16	1.0	0.0948	-47.74
YBL086C_mRNA	40	554.1	42.1	15.0	1.32	40.78	0.975	0.1009	-39.45
YBL087C_mRNA	4055	473.7	43.04	14.0	2.5	40.54	0.9845	0.0919	-38.04
YBL088C_mRNA	70	894.5	90.01	80.0	3.43	86.59	0.9857	0.1353	-83.16
YBL089W_mRNA	115	593.2	57.02	73.0	3.6	53.42	0.9913	0.1212	-49.82
YBL090W_mRNA	182	555.0	47.61	18.5	4.75	42.86	1.0	0.0921	-38.1
YBL091C-A_mRNA	224	285.8	51.23	29.5	8.02	43.21	1.0	0.1846	-35.18
YBL091C_mRNA	124	837.4	58.58	63.0	9.54	49.04	0.9677	0.0904	-39.5
YBL092W_mRNA	8713	474.2	44.02	16.0	3.15	40.87	0.9881	0.0925	-37.71
YBL093C_mRNA	237	575.9	44.84	18.0	4.23	40.61	1.0	0.0825	-36.38
YBL095W_mRNA	93	568.9	53.39	65.0	4.52	48.87	1.0	0.1151	-44.35
YBL096C_mRNA	7	480.0	76.14	87.0	21.43	54.71	1.0	0.2005	-33.29
YBL098W_mRNA	95	869.1	157.88	150.0	8.82	149.06	1.0	0.2342	-140.24
YBL099W_mRNA	923	730.4	48.08	47.0	2.72	45.37	0.9772	0.0938	-42.65
YBL100W-A_mRNA	7	325.3	79.57	84.0	2.43	77.14	1.0	0.2412	-74.71
YBL100W-B_mRNA	282	808.2	318.91	327.0	3.34	315.58	1.0	0.422	-312.24
YBL101C_mRNA	97	767.2	46.02	33.0	2.0	44.02	1.0	0.0875	-42.02
YBL102W_mRNA	264	576.3	48.36	30.0	3.55	44.81	0.9962	0.0954	-41.25
YBL103C_mRNA	167	675.0	49.86	58.0	4.66	45.19	1.0	0.0926	-40.53
YBL104C_mRNA	82	594.5	53.04	16.0	7.28	45.76	0.9878	0.11	-38.48
YBL105C_mRNA	88	808.2	59.36	15.0	2.05	57.32	0.9773	0.101	-55.27
YBL106C_mRNA	30	721.2	150.63	130.0	1.9	148.73	1.0	0.2568	-146.83
YBL107C_mRNA	170	486.7	43.06	15.0	3.12	39.94	0.9824	0.0951	-36.81
YBL111C_mRNA	9	511.8	76.89	6.0	38.44	38.44	1.0	0.115	0.0
YBL113C_mRNA	25	591.1	94.64	85.0	1.96	92.68	0.96	0.2086	-90.72
YBR001C_mRNA	111	595.3	107.85	79.0	63.23	44.61	0.991	0.228	18.62
YBR002C_mRNA	99	576.5	32.73	9.0	2.18	30.55	0.9798	0.0745	-28.36
YBR003W_mRNA	165	600.7	49.3	14.0	5.44	43.87	1.0	0.1026	-38.43
YBR004C_mRNA	225	693.0	51.35	68.0	2.44	48.91	0.9956	0.1004	-46.48
YBR005W_mRNA	140	615.1	44.7	13.5	2.61	42.09	1.0	0.0775	-39.49
YBR006W_mRNA	141	806.0	61.62	73.0	9.75	51.87	1.0	0.0922	-42.12
YBR007C_mRNA	105	622.1	56.44	57.0	7.06	49.38	1.0	0.1135	-42.32
YBR008C_mRNA	106	669.3	128.9	84.0	6.04	122.86	1.0	0.2699	-116.82
YBR009C_mRNA	4536	476.4	52.7	29.0	1.95	50.75	0.9982	0.1114	-48.8
YBR010W_mRNA	3651	510.5	40.37	13.0	1.88	38.49	0.9912	0.081	-36.6
YBR011C_mRNA	1609	716.8	47.75	27.0	3.08	44.67	0.995	0.0834	-41.59
YBR012W-A_mRNA	7	597.1	169.0	171.0	0.0	169.0	1.0	0.2892	-169.0
YBR012W-B_mRNA	625	777.0	286.92	322.0	3.04	283.88	0.992	0.3721	-280.84
YBR014C_mRNA	265	626.4	50.42	21.0	2.33	48.09	0.9962	0.0862	-45.77
YBR015C_mRNA	392	769.6	54.94	65.0	2.75	52.19	0.9898	0.094	-49.44
YBR016W_mRNA	275	550.9	53.29	29.0	3.5	49.79	1.0	0.0993	-46.29
YBR017C_mRNA	203	739.8	51.27	67.0	1.76	49.5	0.9852	0.1049	-47.74
YBR019C_mRNA	23	478.5	166.13	144.0	1.3	164.83	1.0	0.3627	-163.52
YBR020W_mRNA	12	598.1	190.5	175.0	64.67	125.83	1.0	0.3969	-61.17
YBR021W_mRNA	49	731.9	57.78	75.0	1.65	56.12	0.9592	0.1108	-54.47
YBR022W_mRNA	173	599.9	62.6	42.0	1.72	60.87	1.0	0.1096	-59.15
YBR023C_mRNA	258	789.3	49.97	27.5	3.14	46.83	0.9884	0.0889	-43.69
YBR024W_mRNA	35	1062.3	108.54	116.0	1.83	106.71	1.0	0.0981	-104.89
YBR025C_mRNA	1368	795.2	47.23	22.0	3.69	43.54	0.992	0.081	-39.85
YBR026C_mRNA	190	723.4	52.36	13.5	8.14	44.23	0.9947	0.0922	-36.09
YBR028C_mRNA	74	703.0	51.92	21.5	3.46	48.46	0.9865	0.1038	-45.0
YBR029C_mRNA	290	694.7	51.12	68.0	2.39	48.73	0.969	0.101	-46.34
YBR030W_mRNA	47	641.9	57.06	56.0	3.94	53.13	0.9787	0.1128	-49.19
YBR031W_mRNA	4440	748.1	47.01	19.0	2.51	44.49	0.9741	0.0814	-41.98
YBR033W_mRNA	22	757.3	157.41	109.0	8.32	149.09	1.0	0.2095	-140.77
YBR034C_mRNA	465	679.7	50.23	54.0	3.55	46.68	1.0	0.1032	-43.13
YBR035C_mRNA	405	619.8	44.68	15.0	6.81	37.87	0.9951	0.0792	-31.05
YBR036C_mRNA	493	705.8	158.48	76.0	111.65	46.83	0.9655	0.2343	64.82
YBR037C_mRNA	37	740.5	35.38	13.0	5.14	30.24	1.0	0.0634	-25.11
YBR038W_mRNA	111	513.5	47.68	26.0	1.33	46.34	0.982	0.1044	-45.01
YBR039W_mRNA	492	720.0	50.19	68.5	2.56	47.63	0.9878	0.0887	-45.07
YBR041W_mRNA	215	767.2	62.13	63.0	2.38	59.74	0.9907	0.1064	-57.36
YBR042C_mRNA	226	730.1	52.4	34.5	5.05	47.35	0.9956	0.0896	-42.3
YBR043C_mRNA	131	577.2	48.4	35.0	4.12	44.28	1.0	0.112	-40.16
YBR044C_mRNA	75	577.5	51.6	67.0	5.63	45.97	0.9867	0.1197	-40.35
YBR045C_mRNA	39	783.1	222.1	169.0	8.28	213.82	1.0	0.3055	-205.54
YBR046C_mRNA	96	689.0	57.57	76.0	2.97	54.6	1.0	0.1155	-51.64
YBR047W_mRNA	119	547.2	39.88	14.0	3.39	36.49	1.0	0.0755	-33.09
YBR048W_mRNA	4010	575.4	47.09	26.0	4.42	42.67	0.9933	0.0905	-38.25
YBR049C_mRNA	77	647.3	70.81	41.0	2.17	68.64	1.0	0.1259	-66.47
YBR050C_mRNA	20	628.4	79.95	86.0	2.4	77.55	1.0	0.1363	-75.15
YBR052C_mRNA	260	587.0	46.81	15.0	5.66	41.15	0.9923	0.0852	-35.48
YBR053C_mRNA	91	750.2	60.48	74.0	2.54	57.95	1.0	0.0968	-55.41
YBR054W_mRNA	572	728.5	61.45	73.5	6.81	54.64	0.9878	0.1227	-47.82
YBR055C_mRNA	68	942.7	48.46	11.5	6.01	42.44	0.9412	0.0824	-36.43
YBR056W-A_mRNA	1170	579.2	79.0	90.0	3.86	75.14	0.9949	0.1438	-71.28
YBR056W_mRNA	190	913.8	61.55	43.5	9.85	51.71	1.0	0.0933	-41.86
YBR057C_mRNA	121	601.3	64.79	67.0	1.15	63.64	0.9669	0.1196	-62.49
YBR058C-A_mRNA	676	435.3	42.47	11.0	3.25	39.23	0.966	0.0928	-35.98
YBR058C_mRNA	71	865.6	155.79	152.0	3.15	152.63	1.0	0.2713	-149.48
YBR059C_mRNA	87	768.8	54.97	44.0	7.33	47.63	0.9885	0.116	-40.3
YBR060C_mRNA	137	629.1	52.72	58.0	2.31	50.41	1.0	0.1117	-48.1
YBR061C_mRNA	250	699.1	132.84	58.0	91.32	41.51	0.996	0.1465	49.81
YBR062C_mRNA	265	564.9	76.8	61.0	13.86	62.94	0.9887	0.1439	-49.08
YBR063C_mRNA	91	618.2	76.64	72.0	12.58	64.05	1.0	0.1504	-51.47
YBR065C_mRNA	9	731.7	58.78	78.0	1.89	56.89	1.0	0.1309	-55.0
YBR066C_mRNA	172	476.4	52.26	37.0	8.77	43.49	0.9942	0.1151	-34.72
YBR067C_mRNA	1348	639.0	60.29	74.0	3.66	56.63	0.9963	0.1086	-52.97
YBR068C_mRNA	698	819.6	50.98	38.0	5.19	45.8	0.9943	0.089	-40.61
YBR069C_mRNA	340	698.4	55.62	62.5	4.3	51.32	0.9941	0.1198	-47.02
YBR070C_mRNA	69	555.2	52.16	20.0	3.94	48.22	1.0	0.0946	-44.28
YBR071W_mRNA	154	689.3	51.59	53.5	3.36	48.23	0.9935	0.0925	-44.88
YBR072W_mRNA	180	654.4	45.99	16.0	6.64	39.35	1.0	0.0926	-32.71
