panel	gene	chrom	position	window_position	depth_sense	depth_antisense
Fig1B	YBL091C	II	46679	2950	0	0
Fig1B	YBL091C	II	46680	2949	0	0
Fig1B	YBL091C	II	46681	2948	0	0
Fig1B	YBL091C	II	46682	2947	0	0
Fig1B	YBL091C	II	46683	2946	0	0
Fig1B	YBL091C	II	46684	2945	0	0
Fig1B	YBL091C	II	46685	2944	0	0
Fig1B	YBL091C	II	46686	2943	0	0
Fig1B	YBL091C	II	46687	2942	0	0
Fig1B	YBL091C	II	46688	2941	0	0
Fig1B	YBL091C	II	46689	2940	0	0
Fig1B	YBL091C	II	46690	2939	0	0
Fig1B	YBL091C	II	46691	2938	0	0
Fig1B	YBL091C	II	46692	2937	0	0
Fig1B	YBL091C	II	46693	2936	0	0
Fig1B	YBL091C	II	46694	2935	0	0
Fig1B	YBL091C	II	46695	2934	0	0
Fig1B	YBL091C	II	46696	2933	0	0
Fig1B	YBL091C	II	46697	2932	0	0
Fig1B	YBL091C	II	46698	2931	0	0
Fig1B	YBL091C	II	46699	2930	0	0
Fig1B	YBL091C	II	46700	2929	0	0
Fig1B	YBL091C	II	46701	2928	0	0
Fig1B	YBL091C	II	46702	2927	0	0
Fig1B	YBL091C	II	46703	2926	0	0
Fig1B	YBL091C	II	46704	2925	0	0
Fig1B	YBL091C	II	46705	2924	0	0
Fig1B	YBL091C	II	46706	2923	0	0
Fig1B	YBL091C	II	46707	2922	0	0
Fig1B	YBL091C	II	46708	2921	0	0
Fig1B	YBL091C	II	46709	2920	0	0
Fig1B	YBL091C	II	46710	2919	0	0
Fig1B	YBL091C	II	46711	2918	0	0
Fig1B	YBL091C	II	46712	2917	0	0
Fig1B	YBL091C	II	46713	2916	0	0
Fig1B	YBL091C	II	46714	2915	0	0
Fig1B	YBL091C	II	46715	2914	0	0
Fig1B	YBL091C	II	46716	2913	0	0
Fig1B	YBL091C	II	46717	2912	0	0
Fig1B	YBL091C	II	46718	2911	0	0
Fig1B	YBL091C	II	46719	2910	0	0
Fig1B	YBL091C	II	46720	2909	0	0
Fig1B	YBL091C	II	46721	2908	0	0
Fig1B	YBL091C	II	46722	2907	0	0
Fig1B	YBL091C	II	46723	2906	0	0
Fig1B	YBL091C	II	46724	2905	0	0
Fig1B	YBL091C	II	46725	2904	0	0
Fig1B	YBL091C	II	46726	2903	0	0
Fig1B	YBL091C	II	46727	2902	0	0
Fig1B	YBL091C	II	46728	2901	0	0
Fig1B	YBL091C	II	46729	2900	0	0
Fig1B	YBL091C	II	46730	2899	0	0
Fig1B	YBL091C	II	46731	2898	0	0
Fig1B	YBL091C	II	46732	2897	0	0
Fig1B	YBL091C	II	46733	2896	0	0
Fig1B	YBL091C	II	46734	2895	0	0
Fig1B	YBL091C	II	46735	2894	0	0
Fig1B	YBL091C	II	46736	2893	0	0
Fig1B	YBL091C	II	46737	2892	0	0
Fig1B	YBL091C	II	46738	2891	0	0
Fig1B	YBL091C	II	46739	2890	0	0
Fig1B	YBL091C	II	46740	2889	0	0
Fig1B	YBL091C	II	46741	2888	0	0
Fig1B	YBL091C	II	46742	2887	0	0
Fig1B	YBL091C	II	46743	2886	0	0
Fig1B	YBL091C	II	46744	2885	0	0
Fig1B	YBL091C	II	46745	2884	0	0
Fig1B	YBL091C	II	46746	2883	0	0
Fig1B	YBL091C	II	46747	2882	0	0
Fig1B	YBL091C	II	46748	2881	0	0
Fig1B	YBL091C	II	46749	2880	0	0
Fig1B	YBL091C	II	46750	2879	0	0
Fig1B	YBL091C	II	46751	2878	0	0
Fig1B	YBL091C	II	46752	2877	0	0
Fig1B	YBL091C	II	46753	2876	0	0
Fig1B	YBL091C	II	46754	2875	0	0
Fig1B	YBL091C	II	46755	2874	0	0
Fig1B	YBL091C	II	46756	2873	0	0
Fig1B	YBL091C	II	46757	2872	0	0
Fig1B	YBL091C	II	46758	2871	0	0
Fig1B	YBL091C	II	46759	2870	0	0
Fig1B	YBL091C	II	46760	2869	0	0
Fig1B	YBL091C	II	46761	2868	0	0
Fig1B	YBL091C	II	46762	2867	0	0
Fig1B	YBL091C	II	46763	2866	0	0
Fig1B	YBL091C	II	46764	2865	0	0
Fig1B	YBL091C	II	46765	2864	0	0
Fig1B	YBL091C	II	46766	2863	0	0
Fig1B	YBL091C	II	46767	2862	0	0
Fig1B	YBL091C	II	46768	2861	0	0
Fig1B	YBL091C	II	46769	2860	0	0
Fig1B	YBL091C	II	46770	2859	0	0
Fig1B	YBL091C	II	46771	2858	0	0
Fig1B	YBL091C	II	46772	2857	0	0
Fig1B	YBL091C	II	46773	2856	0	0
Fig1B	YBL091C	II	46774	2855	0	0
Fig1B	YBL091C	II	46775	2854	0	0
Fig1B	YBL091C	II	46776	2853	0	0
Fig1B	YBL091C	II	46777	2852	0	0
Fig1B	YBL091C	II	46778	2851	0	0
Fig1B	YBL091C	II	46779	2850	0	0
Fig1B	YBL091C	II	46780	2849	0	0
Fig1B	YBL091C	II	46781	2848	0	0
Fig1B	YBL091C	II	46782	2847	0	0
Fig1B	YBL091C	II	46783	2846	0	0
Fig1B	YBL091C	II	46784	2845	0	0
Fig1B	YBL091C	II	46785	2844	0	0
Fig1B	YBL091C	II	46786	2843	0	0
Fig1B	YBL091C	II	46787	2842	0	0
Fig1B	YBL091C	II	46788	2841	0	0
Fig1B	YBL091C	II	46789	2840	0	0
Fig1B	YBL091C	II	46790	2839	0	0
Fig1B	YBL091C	II	46791	2838	0	0
Fig1B	YBL091C	II	46792	2837	0	0
Fig1B	YBL091C	II	46793	2836	0	0
Fig1B	YBL091C	II	46794	2835	0	0
Fig1B	YBL091C	II	46795	2834	0	0
Fig1B	YBL091C	II	46796	2833	0	0
Fig1B	YBL091C	II	46797	2832	0	0
Fig1B	YBL091C	II	46798	2831	0	0
Fig1B	YBL091C	II	46799	2830	0	0
Fig1B	YBL091C	II	46800	2829	0	0
Fig1B	YBL091C	II	46801	2828	0	0
Fig1B	YBL091C	II	46802	2827	0	0
Fig1B	YBL091C	II	46803	2826	0	0
Fig1B	YBL091C	II	46804	2825	0	0
Fig1B	YBL091C	II	46805	2824	0	0
Fig1B	YBL091C	II	46806	2823	0	0
Fig1B	YBL091C	II	46807	2822	0	0
Fig1B	YBL091C	II	46808	2821	0	0
Fig1B	YBL091C	II	46809	2820	0	0
Fig1B	YBL091C	II	46810	2819	0	0
Fig1B	YBL091C	II	46811	2818	0	0
Fig1B	YBL091C	II	46812	2817	0	0
Fig1B	YBL091C	II	46813	2816	0	0
Fig1B	YBL091C	II	46814	2815	0	0
Fig1B	YBL091C	II	46815	2814	0	0
Fig1B	YBL091C	II	46816	2813	0	0
Fig1B	YBL091C	II	46817	2812	0	0
Fig1B	YBL091C	II	46818	2811	0	0
Fig1B	YBL091C	II	46819	2810	0	0
Fig1B	YBL091C	II	46820	2809	0	0
Fig1B	YBL091C	II	46821	2808	0	0
Fig1B	YBL091C	II	46822	2807	0	0
Fig1B	YBL091C	II	46823	2806	0	0
Fig1B	YBL091C	II	46824	2805	0	0
Fig1B	YBL091C	II	46825	2804	0	0
Fig1B	YBL091C	II	46826	2803	0	0
Fig1B	YBL091C	II	46827	2802	0	0
Fig1B	YBL091C	II	46828	2801	0	0
Fig1B	YBL091C	II	46829	2800	0	0
Fig1B	YBL091C	II	46830	2799	0	0
Fig1B	YBL091C	II	46831	2798	0	0
Fig1B	YBL091C	II	46832	2797	0	0
Fig1B	YBL091C	II	46833	2796	0	0
Fig1B	YBL091C	II	46834	2795	0	0
Fig1B	YBL091C	II	46835	2794	0	0
Fig1B	YBL091C	II	46836	2793	0	0
Fig1B	YBL091C	II	46837	2792	0	0
Fig1B	YBL091C	II	46838	2791	0	0
Fig1B	YBL091C	II	46839	2790	0	0
Fig1B	YBL091C	II	46840	2789	0	0
Fig1B	YBL091C	II	46841	2788	0	0
Fig1B	YBL091C	II	46842	2787	0	0
Fig1B	YBL091C	II	46843	2786	0	0
Fig1B	YBL091C	II	46844	2785	0	0
Fig1B	YBL091C	II	46845	2784	0	0
Fig1B	YBL091C	II	46846	2783	0	0
Fig1B	YBL091C	II	46847	2782	0	0
Fig1B	YBL091C	II	46848	2781	0	0
Fig1B	YBL091C	II	46849	2780	0	0
Fig1B	YBL091C	II	46850	2779	0	0
Fig1B	YBL091C	II	46851	2778	0	0
Fig1B	YBL091C	II	46852	2777	0	0
Fig1B	YBL091C	II	46853	2776	0	0
Fig1B	YBL091C	II	46854	2775	0	0
Fig1B	YBL091C	II	46855	2774	0	0
Fig1B	YBL091C	II	46856	2773	0	0
Fig1B	YBL091C	II	46857	2772	0	0
Fig1B	YBL091C	II	46858	2771	0	0
Fig1B	YBL091C	II	46859	2770	0	0
Fig1B	YBL091C	II	46860	2769	0	0
Fig1B	YBL091C	II	46861	2768	0	0
Fig1B	YBL091C	II	46862	2767	0	0
Fig1B	YBL091C	II	46863	2766	0	0
Fig1B	YBL091C	II	46864	2765	0	0
Fig1B	YBL091C	II	46865	2764	0	0
Fig1B	YBL091C	II	46866	2763	0	0
Fig1B	YBL091C	II	46867	2762	0	0
Fig1B	YBL091C	II	46868	2761	0	0
Fig1B	YBL091C	II	46869	2760	0	0
Fig1B	YBL091C	II	46870	2759	0	0
Fig1B	YBL091C	II	46871	2758	0	0
Fig1B	YBL091C	II	46872	2757	0	0
Fig1B	YBL091C	II	46873	2756	0	0
Fig1B	YBL091C	II	46874	2755	0	0
Fig1B	YBL091C	II	46875	2754	0	0
Fig1B	YBL091C	II	46876	2753	0	0
Fig1B	YBL091C	II	46877	2752	0	0
Fig1B	YBL091C	II	46878	2751	0	0
Fig1B	YBL091C	II	46879	2750	0	0
Fig1B	YBL091C	II	46880	2749	0	0
Fig1B	YBL091C	II	46881	2748	0	0
Fig1B	YBL091C	II	46882	2747	0	0
Fig1B	YBL091C	II	46883	2746	0	0
Fig1B	YBL091C	II	46884	2745	0	0
Fig1B	YBL091C	II	46885	2744	0	0
Fig1B	YBL091C	II	46886	2743	0	0
Fig1B	YBL091C	II	46887	2742	0	0
Fig1B	YBL091C	II	46888	2741	0	0
Fig1B	YBL091C	II	46889	2740	0	0
Fig1B	YBL091C	II	46890	2739	0	0
Fig1B	YBL091C	II	46891	2738	0	0
Fig1B	YBL091C	II	46892	2737	0	0
Fig1B	YBL091C	II	46893	2736	0	0
Fig1B	YBL091C	II	46894	2735	0	0
Fig1B	YBL091C	II	46895	2734	0	0
Fig1B	YBL091C	II	46896	2733	0	0
Fig1B	YBL091C	II	46897	2732	0	0
Fig1B	YBL091C	II	46898	2731	0	0
Fig1B	YBL091C	II	46899	2730	0	0
Fig1B	YBL091C	II	46900	2729	0	0
Fig1B	YBL091C	II	46901	2728	0	0
Fig1B	YBL091C	II	46902	2727	0	0
Fig1B	YBL091C	II	46903	2726	0	0
Fig1B	YBL091C	II	46904	2725	0	0
Fig1B	YBL091C	II	46905	2724	0	0
Fig1B	YBL091C	II	46906	2723	0	0
Fig1B	YBL091C	II	46907	2722	0	0
Fig1B	YBL091C	II	46908	2721	0	0
Fig1B	YBL091C	II	46909	2720	0	0
Fig1B	YBL091C	II	46910	2719	0	0
Fig1B	YBL091C	II	46911	2718	0	0
Fig1B	YBL091C	II	46912	2717	0	0
Fig1B	YBL091C	II	46913	2716	0	0
Fig1B	YBL091C	II	46914	2715	0	0
Fig1B	YBL091C	II	46915	2714	0	0
Fig1B	YBL091C	II	46916	2713	0	0
Fig1B	YBL091C	II	46917	2712	0	0
Fig1B	YBL091C	II	46918	2711	0	0
Fig1B	YBL091C	II	46919	2710	0	0
Fig1B	YBL091C	II	46920	2709	0	0
Fig1B	YBL091C	II	46921	2708	0	0
Fig1B	YBL091C	II	46922	2707	0	0
Fig1B	YBL091C	II	46923	2706	0	0
Fig1B	YBL091C	II	46924	2705	0	0
Fig1B	YBL091C	II	46925	2704	0	0
Fig1B	YBL091C	II	46926	2703	0	0
Fig1B	YBL091C	II	46927	2702	0	0
Fig1B	YBL091C	II	46928	2701	0	0
Fig1B	YBL091C	II	46929	2700	0	0
Fig1B	YBL091C	II	46930	2699	0	0
Fig1B	YBL091C	II	46931	2698	0	0
Fig1B	YBL091C	II	46932	2697	0	0
Fig1B	YBL091C	II	46933	2696	0	0
Fig1B	YBL091C	II	46934	2695	0	0
Fig1B	YBL091C	II	46935	2694	0	0
Fig1B	YBL091C	II	46936	2693	0	0
Fig1B	YBL091C	II	46937	2692	0	0
Fig1B	YBL091C	II	46938	2691	0	0
Fig1B	YBL091C	II	46939	2690	0	0
Fig1B	YBL091C	II	46940	2689	0	0
Fig1B	YBL091C	II	46941	2688	0	0
Fig1B	YBL091C	II	46942	2687	0	0
